****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=100.
Parallel execution requested.  Will use 1 threads.
Random seed: 1693502770
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate at 200 iterations
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 36x1471
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.007	Loglikelihood: -46493	(delta): 29909.2
150 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
151 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
152 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
153 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 7.27596e-12
154 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): 0
155 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): -7.27596e-12
156 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
157 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
158 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
159 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
160 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
161 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
162 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
163 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
164 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
165 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
166 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
167 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
168 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
169 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
170 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): 0
171 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
172 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): 0
173 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
174 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
175 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
176 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
177 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
178 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
179 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
180 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
181 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
182 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
183 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
184 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
185 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): -1.45519e-11
186 (QN/Block) 	Elapsed: 0.03	Loglikelihood: -37267.8	(delta): 1.45519e-11
187 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
188 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
189 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): -1.45519e-11
190 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): 1.45519e-11
191 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): -1.45519e-11
192 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): 1.45519e-11
193 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
194 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): -7.27596e-12
195 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 7.27596e-12
196 (QN/Block) 	Elapsed: 0.029	Loglikelihood: -37267.8	(delta): -7.27596e-12
197 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): -7.27596e-12
198 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
199 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 0
200 (QN/Block) 	Elapsed: 0.031	Loglikelihood: -37267.8	(delta): 1.45519e-11
Summary: 
Converged in 200 iterations (6.372 sec)
Loglikelihood: -37267.805866
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	Pop3	Pop4	Pop5	Pop6	Pop7	
Pop0	
Pop1	0.210	
Pop2	0.138	0.189	
Pop3	0.162	0.212	0.154	
Pop4	0.154	0.189	0.130	0.177	
Pop5	0.167	0.221	0.157	0.184	0.164	
Pop6	0.163	0.209	0.148	0.169	0.166	0.168	
Pop7	0.161	0.209	0.150	0.170	0.153	0.178	0.170	
Pop8	0.178	0.195	0.147	0.180	0.134	0.175	0.177	0.175	
CV error (K=9): 1.31776
Writing output files.
